symbol1	symbol2	score	gene1	gene2
KAT14	H4C1	1.7224188528328	57325	8359
CLSPN	XPA	1.72237956891183	63967	7507
RAD21	H4C11	1.72233269870226	5885	8363
TOPBP1	TP53	1.72230097396197	11073	7157
GPS1	CUL5	1.72228954207573	2873	8065
PRKDC	TOP1	1.72224060589962	5591	7150
H2AZ2	MORF4L2	1.72221026344131	94239	9643
MEN1	KMT2D	1.72214421593195	4221	8085
POLI	SETDB1	1.72207009926712	11201	9869
ERCC8	HMGN1	1.72201495400284	1161	3150
CHD4	OGG1	1.72200215607906	1108	4968
PBRM1	KDM5C	1.72199619726972	55193	8242
COPS6	XRCC6	1.72196360648953	10980	2547
MSH2	REV1	1.7219301005161	4436	51455
RTEL1	TOP3B	1.72192898994078	51750	8940
CHEK1	TOP2A	1.72188903232485	1111	7153
DNMT1	EED	1.72187288222154	1786	8726
NEIL3	SMARCA4	1.72185560496498	55247	6597
USP43	MBD3	1.72172504224787	124739	53615
ZZZ3	NCAPH2	1.72170750960559	26009	29781
PADI3	SMARCD1	1.72169305810382	51702	6602
PRDM16	H2BC11	1.72168916687126	63976	8970
SMARCA4	RUNX1	1.72168843691449	6597	861
MNAT1	RPA3	1.72167354480735	4331	6119
TOPBP1	HUS1	1.72163358620029	11073	3364
ING3	BAZ1B	1.721615177731	54556	9031
EGFR	CDH1	1.72161001602485	1956	999
H2BC1	EHMT1	1.72156619309398	255626	79813
MLH1	ATM	1.72155605016583	4292	472
EZH2	ARID1A	1.72155485642881	2146	8289
SMC6	CCNB3	1.72155121733095	79677	85417
ABL1	YWHAB	1.72148905738445	25	7529
H2AC8	CLSPN	1.72144713206202	3012	63967
FAN1	RFC3	1.72143218423494	22909	5983
EME1	YEATS4	1.72137823986724	146956	8089
ATRX	RAD1	1.72137087839033	546	5810
RAD50	DCLRE1B	1.72128848121783	10111	64858
H2BC5	SPRTN	1.72121833148532	3017	83932
FANCC	CDK1	1.72117102877269	2176	983
TEP1	TERF2	1.72110265499283	7011	7014
ERCC5	PALB2	1.72100588929272	2073	79728
ASCC3	SUMO3	1.72080286360384	10973	6612
TOPBP1	TOP2B	1.72079382567345	11073	7155
POLB	XRCC3	1.72077640038621	5423	7517
H2AC21	POLB	1.72077640026632	317772	5423
RAD21	H4C5	1.7207122487995	5885	8367
ATF7IP	TRIP12	1.72070331443648	55729	9320
FH	H2AZ1	1.72061558244902	2271	3015
DAXX	RELA	1.72049713705568	1616	5970
SMC6	ALKBH1	1.72049473799869	79677	8846
TP53BP1	ASH2L	1.72047231727667	7158	9070
H2BU1	HDAC1	1.72046536169059	128312	3065
ZSWIM7	APEX1	1.72045657986129	125150	328
TCEA1	ELL	1.72045034046002	6917	8178
PHF21A	CLOCK	1.72044727622986	51317	9575
RNF168	SUMO3	1.72041419733126	165918	6612
TOPBP1	KMT2D	1.72037819287392	11073	8085
CRY2	DDB1	1.72036737929139	1408	1642
ERCC1	RAD52	1.72036033093783	2067	5893
ATXN7	SAP130	1.72035429984819	6314	79595
POLE	RRM2	1.72022545919563	5426	6241
TSC1	RASSF7	1.72022502755274	7248	8045
TOP3B	RECQL5	1.72020790703825	8940	9400
FH	APBB1	1.72012942927677	2271	322
HMGN1	LIG4	1.72008212328424	3150	3981
TERF2IP	POLD4	1.72004488842624	54386	57804
HMG20B	PIAS2	1.72001965107249	10362	9063
SLX1A	NCOA1	1.72000004924347	548593	8648
ATF2	ATM	1.71994142366442	1386	472
GATAD2B	H3C1	1.71987797318526	57459	8350
NSMCE2	TERF2	1.71985501437333	286053	7014
CDKN1B	CCNO	1.71983666180899	1027	10309
PRSS1	CDC73	1.71977667356627	5644	79577
GADD45G	SETX	1.7197599425593	10912	23064
H4-16	MEN1	1.71972722783091	121504	4221
MPG	ELP1	1.71968571225739	4350	8518
HSP90AB1	TERT	1.71967019791444	3326	7015
ARID5B	ISG15	1.7196595182506	84159	9636
ZBTB32	FANCI	1.71960329616982	27033	55215
FLCN	PPP5C	1.71958198566021	201163	5536
SDHB	TOP3A	1.71949893999153	6390	7156
HDAC1	NFKB1	1.71944755304957	3065	4790
EP300	APEX1	1.71941477337518	2033	328
H4-16	HAT1	1.71936589468217	121504	8520
HCFC1	SUDS3	1.71935260851479	3054	64426
SETD7	H4C1	1.71934504329796	80854	8359
XRCC6	MSH6	1.71928062150473	2547	2956
DAXX	H3C3	1.71926818408532	1616	8352
H2BC1	VPS72	1.71925966270896	255626	6944
DDB2	DCLRE1C	1.7190731770234	1643	64421
LIG4	APTX	1.71903346514509	3981	54840
KDM2A	NSD2	1.71897307848689	22992	7468
POLD1	UBE2I	1.71896700431555	5424	7329
H3C7	MTA1	1.71892151994527	8968	9112
XPC	H3C1	1.71890535778543	7508	8350
INO80C	H2AZ1	1.71886278364041	125476	3015
TP53	WRN	1.71873468736958	7157	7486
BLM	NABP2	1.71871866071173	641	79035
APLF	H2AC17	1.71870023641007	200558	8336
POLD2	TCEA1	1.71869624636112	5425	6917
DAXX	HDAC1	1.71861121717298	1616	3065
TOP3B	H2BC11	1.71853333963141	8940	8970
H2BC1	ING3	1.71850946572574	255626	54556
H2BC1	HLTF	1.71850946572574	255626	6596
LIG1	POLR2I	1.71848155850759	3978	5438
SPO11	H3-4	1.71842507634803	23626	8290
CHRAC1	XRCC5	1.71842507634803	54108	7520
EHMT2	H4C12	1.71840533621978	10919	8362
DNTT	PCNA	1.71837528794906	1791	5111
PCNA	DCLRE1A	1.71837528794107	5111	9937
KDM1B	PAXIP1	1.71836158112885	221656	22976
MSL1	H2BC8	1.71835152618304	339287	8339
DNA2	ERCC2	1.71830984889095	1763	2068
HMGB1	UBC	1.718296584885	3146	7316
SPO11	SMC3	1.71823925364417	23626	9126
SMUG1	TRIP13	1.71821011083783	23583	9319
PALB2	KDM5C	1.71819580914679	79728	8242
CDK2	HMGB2	1.71818851195389	1017	3148
SIRT1	APEX2	1.71805780026921	23411	27301
RAD54B	MDM4	1.71804752382666	25788	4194
ERCC5	XAB2	1.7180453812898	2073	56949
KMT2C	BAP1	1.7179502074641	58508	8314
BRD7	IGHMBP2	1.71791403192781	29117	3508
MNAT1	CCNB1	1.71786266969559	4331	891
KAT8	COPS3	1.71783910634569	84148	8533
PMS2	XPA	1.71783737670756	5395	7507
HLTF	SPRTN	1.71775663993624	6596	83932
ATR	RPA3	1.71773497069784	545	6119
KDM4B	RBBP5	1.71772502909621	23030	5929
NPM1	PINX1	1.71767442993226	4869	54984
SUZ12	DOT1L	1.7176177247568	23512	84444
SIRT6	H4C14	1.71761410607374	51548	8370
HUS1	ATRIP	1.71761297278991	3364	84126
SPO11	RAD21	1.71759317690612	23626	5885
RAD21	H4C8	1.7175931768662	5885	8365
EHMT2	KDM1B	1.71746154518856	10919	221656
RFC1	H3C1	1.71745865338509	5981	8350
HMGN1	XPC	1.71742130032183	3150	7508
TDG	XPC	1.71742130032183	6996	7508
UBE2N	RHNO1	1.71731830727306	7334	83695
JMJD6	NHP2	1.71728738612951	23210	55651
MDM2	PER2	1.71722642922319	4193	8864
WAS	KDM4A	1.71721020480705	7454	9682
RIF1	RMI1	1.71715105707452	55183	80010
CSNK1D	RET	1.71710086124549	1453	5979
ERCC4	RAD52	1.71708127038526	2072	5893
BRCA2	BUB1B	1.71707339328956	675	701
CHEK1	TIMELESS	1.71701472661613	1111	8914
GTF2H3	ELL	1.71697874615754	2967	8178
HMGN1	TOP3B	1.71690241805895	3150	8940
AXIN2	TOP3B	1.71690241805895	8313	8940
H3C6	TIMELESS	1.71683012697875	8353	8914
TP53BP1	RHNO1	1.71677213907063	7158	83695
BRPF3	SAP130	1.71671781103314	27154	79595
H2BC1	MEAF6	1.71667231531664	255626	64769
REST	H2BC15	1.71654736963552	5978	8341
BRWD1	SMARCD1	1.71649004924228	54014	6602
POLD2	PPP5C	1.71644649027121	5425	5536
TAF12	SAP130	1.7164240601705	6883	79595
GTF2H4	ELL	1.71636765970485	2968	8178
TOPBP1	TELO2	1.71636750964876	11073	9894
ELP2	MMS19	1.71633630915742	55250	64210
PRMT1	NCOA1	1.71633549580782	3276	8648
ATR	SMC1A	1.71632900299176	545	8243
NCOA2	PRKDC	1.71629755131976	10499	5591
ATRX	PKMYT1	1.71629755131976	546	9088
SMC5	ATRX	1.71629755131976	23137	546
SMC1B	TERF2	1.71625514876427	27127	7014
DPY30	KMT2B	1.71621038253376	84661	9757
POLE2	TCEA1	1.71615393126247	5427	6917
RAD9A	WRN	1.71614828892371	5883	7486
RAD9B	RPA2	1.7161460733479	144715	6118
PHF8	POLD2	1.71613154500541	23133	5425
ACTL6B	DMAP1	1.71611299186011	51412	55929
CHD3	SIRT6	1.71610109752794	1107	51548
POT1	POLD4	1.71610017218631	25913	57804
PDGFRA	BRCA1	1.71606996695025	5156	672
UIMC1	UBA52	1.71602681203894	51720	7311
RIF1	RPA2	1.716010968009	55183	6118
PARP1	FANCD2	1.71597884648546	142	2177
TIPIN	RBBP8	1.71597884648546	54962	5932
UBD	UBA1	1.71597081394977	10537	7317
INO80E	VPS72	1.71595216806606	283899	6944
LIG1	POLR2K	1.71594795589019	3978	5440
IGHMBP2	RUVBL1	1.71593808431317	3508	8607
RAD1	RFC2	1.71593574643321	5810	5982
ERCC1	POLD2	1.71581815450484	2067	5425
SLC25A13	BABAM2	1.71578742529853	10165	9577
DNMT3A	PRDX2	1.71577371665451	1788	7001
CCND1	REV3L	1.71576764951847	595	5980
RAD18	RHNO1	1.71569374910419	56852	83695
DAXX	H2BC3	1.71567540714043	1616	3018
ACTB	MORF4L2	1.71555564071093	60	9643
H3-4	JADE3	1.71546490214296	8290	9767
EME1	H2BC8	1.71534448602346	146956	8339
KDM2A	H2BC8	1.71534448602346	22992	8339
MMS22L	H2BC8	1.71534448602346	253714	8339
SAP18	SETD2	1.71534029878945	10284	29072
POLD3	TCEA1	1.71532870508705	10714	6917
SMARCAD1	SMARCD2	1.71530943760729	56916	6603
ATM	TERF2	1.71520363536631	472	7014
H2BU1	LIG3	1.71519605766913	128312	3980
PARP2	H2BU1	1.71519605755747	10038	128312
GTF2H3	POLD2	1.71519596720363	2967	5425
ATF2	SUMO1	1.71508336839261	1386	7341
MSH6	H3C1	1.71507905747286	2956	8350
KDM4B	ASH2L	1.71504448754908	23030	9070
REV1	UBC	1.71501347029796	51455	7316
PMS1	RFC2	1.71494239063227	5378	5982
YWHAQ	KMT5B	1.71493701706329	10971	51111
H2BC5	MVP	1.71492006530155	3017	9961
AEBP2	JMJD6	1.71486594566417	121536	23210
UBE2V2	RNF8	1.71484890354056	7336	9025
UVRAG	RBX1	1.71484638745099	7405	9978
SBDS	TERF2IP	1.71483385932272	51119	54386
RBBP4	SMARCA5	1.71480978072921	5928	8467
RBBP4	SUV39H1	1.71480978072921	5928	6839
RAD52	PRDX2	1.71479934314869	5893	7001
GTF2H1	RPA1	1.7147837719975	2965	6117
H2BC3	SMARCB1	1.71478010402897	3018	6598
NSMCE2	TERF1	1.71473191860408	286053	7013
CDK7	HSP90AB1	1.71462698355527	1022	3326
H4C15	RAD21	1.71462144800219	554313	5885
ACTL6B	YEATS4	1.71461927780792	51412	8089
GTF2H4	POLD2	1.71457978726209	2968	5425
GADD45A	SETX	1.71453587521717	1647	23064
PPIE	TOP3A	1.71450276348722	10450	7156
TOP3A	XPA	1.71442658901717	7156	7507
BRPF3	YEATS2	1.71441032426655	27154	55689
MNAT1	POLD4	1.71438541484064	4331	57804
BRD1	PCID2	1.71438425951283	23774	55795
H2AB1	UBB	1.71434468156107	474382	7314
PTEN	RFC4	1.71431939001283	5728	5984
RBM34	NOP10	1.71427469462069	23029	55505
DTL	RBX1	1.71427194314432	51514	9978
NCAPG2	CDC25B	1.71426915430722	54892	994
H2BC5	ATRIP	1.71425746939429	3017	84126
TTI2	TRRAP	1.71420047449748	80185	8295
H2BC10	ACTL6A	1.71418390480215	8346	86
GTF2H4	BTAF1	1.71414052871484	2968	9044
NCAPH	PRDM16	1.71403746465756	23397	63976
HCFC1	ACTL6B	1.7139896475838	3054	51412
MSL1	MMS19	1.71393388826149	339287	64210
NSD2	H4C1	1.71391076887168	7468	8359
EYA4	OGT	1.71388908138688	2070	8473
CDK4	SETDB1	1.71371025717365	1019	9869
HMGB1	TP53	1.71364997069013	3146	7157
RFC4	KDM4A	1.7136161920872	5984	9682
RPA3	CCNH	1.7136099689306	6119	902
PARP1	NFKB1	1.71359921225189	142	4790
TOP2B	UVRAG	1.71358013722864	7155	7405
UIMC1	UBE2I	1.71353309843664	51720	7329
H4-16	PRMT6	1.71352080072771	121504	55170
RAD9A	ATRIP	1.71344543717486	5883	84126
H2BC6	ACTL6A	1.71337818129004	8344	86
PDS5A	KDM3B	1.71336822472842	23244	51780
RUVBL2	IGHMBP2	1.71331769350667	10856	3508
ERCC1	POLE2	1.7132413827514	2067	5427
SUMO1	RBX1	1.71324090412794	7341	9978
ERCC3	POLD4	1.71321183021842	2071	57804
COPRS	H3C6	1.71317888572248	55352	8353
ATXN3	SDHA	1.71310807245808	4287	6389
RNF168	TRIP12	1.71304322662294	165918	9320
HDAC1	TOP2B	1.71302841176107	3065	7155
TADA3	SAP130	1.71300074254091	10474	79595
RMI2	HERC2	1.71296712216966	116028	8924
H2AX	BLM	1.71290249523493	3014	641
FANCA	MSH5	1.71287138983735	2175	4439
YY1	H2BC14	1.71284360789115	7528	8342
EPC1	ING5	1.712840467778	80314	84289
KIT	SH2D1A	1.71280384042178	3815	4068
ATR	PRKDC	1.7127961565641	545	5591
PRSS1	RAD51	1.71276936128449	5644	5888
DIS3L2	RELA	1.71276662457741	129563	5970
HDAC2	NCOR2	1.71274574614603	3066	9612
XRCC6	ALKBH5	1.71265502703445	2547	54890
RFC1	MUS81	1.71263289286439	5981	80198
GTF2H3	POLE2	1.71261169055962	2967	5427
MDM4	RPS27L	1.71255336216675	4194	51065
SDHA	H2BC10	1.71254549287719	6389	8346
TRRAP	H2BC10	1.71254549287719	8295	8346
FAN1	RBM34	1.71253286810351	22909	23029
UBE2I	XRCC1	1.71252436050008	7329	7515
CHD3	PIAS4	1.71249373109204	1107	51588
POLD2	XAB2	1.712468543177	5425	56949
ERCC4	POLD2	1.71246854313716	2072	5425
ANO10	RNF4	1.71241463802021	55129	6047
POLD3	ERCC1	1.71240489106039	10714	2067
KAT7	ING3	1.71237836482397	11143	54556
NCAPH2	YEATS2	1.71236005950573	29781	55689
SPO11	SMC1A	1.71230963796445	23626	8243
CLSPN	XPC	1.71228093485985	63967	7508
EP400	DYRK1B	1.71224662863359	57634	9149
PCNA	SETD3	1.71221690540343	5111	84193
TINF2	DPY30	1.71221003749087	26277	84661
RAD23B	TDG	1.71217304000867	5887	6996
PCNA	FANCM	1.71216559565659	5111	57697
COPS5	H2AC15	1.7121319131562	10987	8330
RFC5	KDM4A	1.71210498831174	5985	9682
TADA3	ATF7IP	1.71205139570477	10474	55729
XRCC3	XRCC4	1.71204081099331	7517	7518
RASAL2	CDC25B	1.71200977626173	9462	994
PPP6R1	ELP1	1.71199585770209	22870	8518
GTF2H4	POLE2	1.71198805854393	2968	5427
PMS1	RFC1	1.71198313514589	5378	5981
RAD9B	RPA1	1.71197819672362	144715	6117
JMJD6	H2BC11	1.71196252801046	23210	8970
POLI	UBA1	1.71192677807377	11201	7317
CDKN2D	CCND3	1.71190407142344	1032	896
USP22	SAP130	1.71189894081857	23326	79595
SETX	NIPBL	1.7118907248398	23064	25836
ERCC8	POLD2	1.71187777894468	1161	5425
RAD17	ATRIP	1.71185137433985	5884	84126
POLD3	GTF2H3	1.71177274490831	10714	2967
TRRAP	H2BC6	1.7117336039456	8295	8344
SDHA	H2BC6	1.7117336039456	6389	8344
MSH6	RAD1	1.71169457842394	2956	5810
FH	H2BC3	1.71168239558893	2271	3018
POLR2I	RECQL5	1.71165583716465	5438	9400
ERCC8	PCNA	1.71161569509542	1161	5111
BRD7	SMARCC1	1.71158992155842	29117	6599
BRMS1	MBIP	1.71158439681534	25855	51562
RFC2	CHD1L	1.71158187495559	5982	9557
RUVBL2	NFKB1	1.71155913511872	10856	4790
PRMT6	RAD17	1.71151892951634	55170	5884
SPIDR	APEX1	1.71151492868004	23514	328
KDM6A	BAP1	1.71149570860238	7403	8314
DNMT3A	PIAS2	1.71145932781476	1788	9063
SMC5	MDC1	1.71139040574659	23137	9656
DMAP1	ACTB	1.71138023271171	55929	60
MDN1	SMARCAD1	1.71137034965401	23195	56916
PLRG1	CUL3	1.71124896272726	5356	8452
BRD8	KDM5C	1.71121963104162	10902	8242
BRD8	H2BU1	1.71121963104162	10902	128312
ATF2	H2BC17	1.71118801290688	1386	8348
RBBP7	H3C11	1.71115411157291	5931	8354
POLD3	GTF2H4	1.71114667627886	10714	2968
HDAC1	SETDB1	1.71114377531384	3065	9869
MSH5	BRCA2	1.71112789150073	4439	675
SMC1B	TERF1	1.71104454253111	27127	7013
TERF1	PCLAF	1.71104454249926	7013	9768
CCND1	BRCA2	1.71098892023603	595	675
FANCA	PER3	1.7109487135784	2175	8863
CHEK1	TCEA1	1.71094256487575	1111	6917
UBA2	WAS	1.71090891862861	10054	7454
SMARCD1	TP53BP1	1.71090389344976	6602	7158
YEATS4	DOT1L	1.71088348485562	8089	84444
NHP2	NSD2	1.71085270726311	55651	7468
GTF2H2	ELL	1.71083606237946	2966	8178
POT1	SBDS	1.71079150416999	25913	51119
SERPINA1	VCP	1.71076295686148	5265	7415
H3C7	MTA2	1.71076230978526	8968	9219
USP43	H2BC3	1.71076230978526	124739	3018
PLRG1	XAB2	1.71071201981702	5356	56949
ATR	DCLRE1C	1.71063215468552	545	64421
CUL5	H4C4	1.71056237512326	8065	8360
NSD3	H4C1	1.71049625976711	54904	8359
RNF168	PALB2	1.71044426601287	165918	79728
BRPF1	CDC73	1.71041798087546	7862	79577
ARID4A	H2BC8	1.71039980317148	5926	8339
MRGBP	KDM5C	1.71039832299201	55257	8242
EP300	PCNA	1.71028650740918	2033	5111
ATRX	RAD9A	1.71021863783478	546	5883
MSH6	CLSPN	1.71018065175737	2956	63967
EME1	H2BC9	1.71017498336685	146956	8345
APEX2	UBE2N	1.71012262549046	27301	7334
JAK2	ELP2	1.71006849588263	3717	55250
FAN1	RFC4	1.71004319853534	22909	5984
MSH4	RPA3	1.71003973013755	4438	6119
TERF2IP	TADA2B	1.71001580060437	54386	93624
PCNA	CCND3	1.70997796943404	5111	896
POLD4	CCNH	1.70997127179351	57804	902
RBBP7	H3C12	1.70991196778964	5931	8356
RBBP7	H3C10	1.70991196778964	5931	8357
H2BU1	XPC	1.70985644067694	128312	7508
SMUG1	SMARCD1	1.70985496592916	23583	6602
ATR	TIMELESS	1.70985118391593	545	8914
POLE2	XAB2	1.70985113280984	5427	56949
KDM6B	WAS	1.70982626846179	23135	7454
IP6K3	POLR2E	1.70980762854391	117283	5434
CCND1	UBA52	1.70980032074597	595	7311
JMJD6	SETD2	1.70972973514587	23210	29072
PER1	CLOCK	1.70971622756034	5187	9575
SMARCAD1	EHMT1	1.70969346030826	56916	79813
FANCI	UBA52	1.70965279416815	55215	7311
SMC5	BRWD1	1.70956537483621	23137	54014
MRE11	SUMO2	1.70951205771962	4361	6613
DDB1	DNMT1	1.70946953082872	1642	1786
LIG3	TOP3A	1.7094248755763	3980	7156
PPP4R2	USP10	1.70940504722787	151987	9100
PBRM1	SMARCD3	1.70939946387401	55193	6604
XPC	CHD1L	1.70938210915928	7508	9557
RCHY1	SERPINA1	1.70937924071158	25898	5265
EP400	KDM5C	1.70931898023159	57634	8242
H2BU1	EP400	1.70931898023159	128312	57634
CHAF1A	YWHAB	1.7092896376283	10036	7529
ERCC8	POLE2	1.70925314096383	1161	5427
PPP4C	RELA	1.70918908430038	5531	5970
POLB	POLD1	1.70918381490913	5423	5424
POLD1	KDM4A	1.70918381483751	5424	9682
RECQL	H2BC8	1.70905327793742	5965	8339
H2AC8	HLTF	1.70902639494645	3012	6596
BRCC3	BRIP1	1.70901379491722	79184	83990
GTF2H2	POLD2	1.70900147639554	2966	5425
POLD3	ERCC4	1.70900135233905	10714	2072
POLD3	XAB2	1.70900135233905	10714	56949
KANSL2	MDC1	1.70899071464173	54934	9656
DNMT1	SUZ12	1.70896407664238	1786	23512
POLE	RAD17	1.70891840965595	5426	5884
PIAS4	KAT14	1.70887684084558	51588	57325
SUZ12	PHF2	1.70885836819816	23512	5253
HUS1	RFC2	1.70883331204444	3364	5982
KDM2A	RBBP5	1.70881815919008	22992	5929
RNF111	SUMO3	1.7087679827861	54778	6612
LIG1	POLR2D	1.70871233635707	3978	5433
POLE2	CCNA1	1.70866051073985	5427	8900
HUS1	RFC3	1.70855068596107	3364	5983
CDKN2D	GATAD2B	1.70852579217338	1032	57459
RPA2	RPAIN	1.70845535257165	6118	84268
POLD3	ERCC8	1.70840099683643	10714	1161
CSNK1E	PER3	1.7083931516783	1454	8863
ACTL6B	H2BC8	1.70839016423771	51412	8339
CDK4	RUVBL2	1.70835686362616	1019	10856
ASCC3	BRPF3	1.70835615278481	10973	27154
CDKN1A	CCNB2	1.70834825456294	1026	9133
HMGB1	H2AC18	1.7081870566505	3146	8337
TEN1	XRCC2	1.70812752427292	100134934	7516
CDKN1A	PARP1	1.70812456270266	1026	142
RBM34	H2BC18	1.70810346607249	23029	440689
VCP	WRN	1.70807477916201	7415	7486
PLRG1	PRDM16	1.70807316003634	5356	63976
GPS2	PRMT6	1.70806306092397	2874	55170
MSL1	SMARCC1	1.70806128465071	339287	6599
SIRT6	TDG	1.70798970248311	51548	6996
FLCN	H2AC21	1.70795456158203	201163	317772
MCRS1	TADA2B	1.7079164275239	10445	93624
HAT1	RBX1	1.70790659649132	8520	9978
VPS72	ING5	1.70788495725051	6944	84289
ASCC1	SOD1	1.70784735876906	51008	6647
NCOA2	BRCA1	1.70783259918767	10499	672
ATM	RRM2B	1.70782935211192	472	50484
CHD4	H3C13	1.70782448738397	1108	653604
KMT2D	DPY30	1.70778633758405	8085	84661
COPRS	RUNX1	1.70778361857452	55352	861
NSMCE2	RAD21	1.70774065712225	286053	5885
ARID2	H3C6	1.70773360285309	196528	8353
EP300	SRY	1.70770890864961	2033	6736
DDB2	ABL1	1.70768934770099	1643	25
TOPBP1	ATRIP	1.70765796001251	11073	84126
HDAC1	EHMT1	1.7074916406791	3065	79813
CDK4	MSH4	1.70748711525119	1019	4438
MSL3	H3-4	1.7073225891283	10943	8290
POLD1	SMC6	1.70731728461475	5424	79677
FANCL	DOCK8	1.70726509662079	55120	81704
DDX11	FANCA	1.70726439216672	1663	2175
SIRT1	H2BC4	1.70721296360325	23411	8347
H3C15	SUV39H1	1.70717368738566	333932	6839
MORF4L1	MSL1	1.70713144532671	10933	339287
DTL	HLTF	1.70709399104509	51514	6596
RAD18	H2AW	1.70708378693603	56852	92815
ARID4B	H2BC8	1.70708344110641	51742	8339
CHEK2	MUS81	1.70700485197417	11200	80198
DAXX	H3C10	1.70695095769959	1616	8357
DAXX	H3C12	1.70695095769959	1616	8356
KDM5B	RCOR1	1.70691458165963	10765	23186
HDAC1	RAD9A	1.70671687148823	3065	5883
KANSL1	HCFC1	1.70669819834664	284058	3054
HINFP	MDC1	1.706674969528	25988	9656
CCND1	PCLAF	1.70662500303593	595	9768
NEIL2	YBX1	1.70657706245998	252969	4904
ZZZ3	PIAS4	1.70655993005345	26009	51588
TOP1	TP53	1.70642387472423	7150	7157
NSMCE4A	BRCA2	1.7063843429737	54780	675
GTF2H2	POLE2	1.70634139014449	2966	5427
PRDM16	BAZ1B	1.7063413587654	63976	9031
FANCG	ZBTB32	1.70632336213519	2189	27033
RBBP7	H4C3	1.7063196128666	5931	8364
SLC25A13	BABAM1	1.70627603099015	10165	29086
ATF2	FH	1.70625922477201	1386	2271
MEN1	ATRX	1.70624470645863	4221	546
H2AX	TDP1	1.70621054605035	3014	55775
PPIE	POLL	1.70612600397285	10450	27343
MSL1	H2BC21	1.70606271071963	339287	8349
KDM2A	ASH2L	1.70602374222708	22992	9070
PADI4	RPS2	1.70599971066933	23569	6187
LIG1	MRE11	1.70599178142671	3978	4361
NFKB2	UBB	1.70598320000333	4791	7314
BUB1B	KAT2B	1.70592496316486	701	8850
H3C14	PRDM16	1.70591530526589	126961	63976
POLB	H2BC8	1.70580173157809	5423	8339
INO80	H4C1	1.70579727498227	54617	8359
NFKB1	RPAIN	1.70578952600296	4790	84268
USP7	H2AC20	1.70578873977888	7874	8338
SIRT6	RELA	1.70576774038802	51548	5970
H2BC1	LIG3	1.70570679389025	255626	3980
PARP2	H2BC1	1.70570679381077	10038	255626
TOPBP1	PHF8	1.70564934084097	11073	23133
FANCG	UBB	1.70560903548937	2189	7314
PPP5C	RBBP6	1.70560871916891	5536	5930
NADSYN1	UPF1	1.70557409836993	55191	5976
BRPF3	ING3	1.70552522614127	27154	54556
POLD3	GTF2H2	1.70547765232626	10714	2966
RTEL1	SLX4	1.70536476136142	51750	84464
CREBBP	SMARCA4	1.70536468498059	1387	6597
NSD1	H2BC9	1.70510889103491	64324	8345
PMS2	XRCC3	1.70510696346732	5395	7517
EZH2	H3-4	1.70504285842473	2146	8290
SMARCA4	CCNE1	1.70503953835214	6597	898
CUL5	H4C11	1.70499875995601	8065	8363
TFPT	ELL	1.70496493988033	29844	8178
SMC1B	H3-4	1.70481695770684	27127	8290
RBBP7	BRCA1	1.70480175054723	5931	672
CHEK2	HMGN1	1.70469407237113	11200	3150
TOPBP1	POLE	1.70466704525542	11073	5426
PCNA	RNF8	1.70464260708159	5111	9025
RAD51	MDC1	1.70455330931583	5888	9656
LIG3	NCAPG	1.70451180250402	3980	64151
H2BC1	CCNA1	1.70449303313395	255626	8900
RAD9A	RFC2	1.70449074687753	5883	5982
MSH6	HUS1	1.70444865544801	2956	3364
BRCA2	TP53BP1	1.70442564918832	675	7158
SH2D1A	MET	1.70436274550968	4068	4233
SMC5	TP53BP1	1.70430715989389	23137	7158
NFKB2	RPS27A	1.70429356049152	4791	6233
CRY1	H2BC12	1.70426058484986	1407	85236
ERCC2	RAD52	1.70421692460999	2068	5893
RAD9A	RFC3	1.70420237690428	5883	5983
CHAF1A	H3C14	1.70419538967649	10036	126961
CHAF1A	HMGB2	1.70419538967649	10036	3148
SIRT6	RAD1	1.70418432785542	51548	5810
EXT1	PTCH1	1.70417617770576	2131	5727
PRMT5	ALKBH3	1.70412974727121	10419	221120
KMT5B	YWHAG	1.70410622992118	51111	7532
NCAPG2	CDC25C	1.70409146196202	54892	995
LIG1	POLR2J	1.70406438948333	3978	5439
PCNA	UTY	1.70394854102705	5111	7404
KMT2D	SETD1A	1.70389438377147	8085	9739
RPS27L	REST	1.70388892162027	51065	5978
H3C15	REST	1.70388892162027	333932	5978
RBBP4	XRCC5	1.70388354136305	5928	7520
TINF2	POLD2	1.70385722168152	26277	5425
RIF1	RRM1	1.70378362650175	55183	6240
BRD7	SMARCD1	1.70376867459474	29117	6602
CHAF1A	H4-16	1.70376862618511	10036	121504
DDB1	UVSSA	1.70372779479264	1642	57654
CHD4	H4C4	1.70370809836852	1108	8360
SAP30L	HDAC3	1.70363907016602	79685	8841
PBRM1	TOP1	1.70363378545221	55193	7150
PBRM1	VHL	1.70363378545221	55193	7428
VHL	KDM5C	1.70363378545221	7428	8242
MSH5	ATM	1.70362819772586	4439	472
BRCA1	PARG	1.70355425459289	672	8505
DR1	SAP30	1.70353186154076	1810	8819
POLR2B	USP7	1.70351954936368	5431	7874
MCRS1	PLRG1	1.7035082256249	10445	5356
RAD50	SUMO2	1.70344012877825	10111	6613
PPP5C	ELP1	1.70342292649409	5536	8518
XRCC5	HAT1	1.70340188176022	7520	8520
PRKCZ	YWHAZ	1.70340163664793	5590	7534
TOPBP1	SMARCAD1	1.70337902132614	11073	56916
ERCC5	POLR2I	1.7033659167967	2073	5438
