symbol1	symbol2	score	gene1	gene2
MAD2L2	CCNB1	2.92118936526575	10459	891
MLH3	PCNA	2.92008896040203	27030	5111
H2AX	BRCA1	2.91924559179583	3014	672
CCNB3	CDC25A	2.91852958940314	85417	993
MLH1	RPA2	2.91772574182403	4292	6118
MLH1	RPA1	2.91772574182403	4292	6117
MLH1	RPA3	2.91772574182403	4292	6119
RPA4	MLH1	2.91772574135153	29935	4292
TERF2	PIF1	2.91705180911211	7014	80119
POT1	WRAP53	2.91705180911211	25913	55135
TINF2	WRAP53	2.91705180911211	26277	55135
TERF2IP	WRAP53	2.91705180911211	54386	55135
TINF2	PIF1	2.91705180911211	26277	80119
POT1	PIF1	2.91705180911211	25913	80119
TERF1	PIF1	2.91705180911211	7013	80119
TERF2IP	PIF1	2.91705180911211	54386	80119
RUVBL2	TINF2	2.91705180882058	10856	26277
RUVBL2	TERF2	2.91705180882058	10856	7014
RUVBL2	TERF2IP	2.91705180882058	10856	54386
RUVBL2	POT1	2.91705180882058	10856	25913
RUVBL2	TERF1	2.91705180882058	10856	7013
WRAP53	TERF1	2.91705180882058	55135	7013
WRAP53	TERF2	2.91705180882058	55135	7014
PCNA	EXO1	2.91553216306974	5111	9156
DNA2	BLM	2.91436379562229	1763	641
PRKDC	WEE1	2.91433970561435	5591	7465
COPS5	DDB1	2.91376585989982	10987	1642
TP53BP1	CDK1	2.91284259685141	7158	983
MDM4	YWHAE	2.91199616671555	4194	7531
RPA1	HLTF	2.91128691400322	6117	6596
USP43	USP10	2.91103867357037	124739	9100
TRIM28	CHD3	2.90926869682135	10155	1107
YWHAH	CDC25A	2.90909370982027	7533	993
RPA2	WRN	2.90900965743901	6118	7486
BARD1	XRCC3	2.90871194576908	580	7517
RAD54B	UIMC1	2.90871194576908	25788	51720
BABAM1	RAD52	2.90871194576908	29086	5893
TOPBP1	BABAM2	2.90871194576908	11073	9577
BABAM1	RBBP8	2.90871194576908	29086	5932
BABAM1	RAD51B	2.90871194576908	29086	5890
TOPBP1	UIMC1	2.90871194576908	11073	51720
TOPBP1	ABRAXAS1	2.90871194576908	11073	84142
RBBP8	XRCC3	2.90871194576908	5932	7517
XRCC3	ABRAXAS1	2.90871194576908	7517	84142
XRCC3	RAD54L	2.90871194576908	7517	8438
BARD1	RAD51B	2.90871194576908	580	5890
RAD51D	RBBP8	2.90871194576908	5892	5932
RAD52	RBBP8	2.90871194576908	5893	5932
RAD51B	BABAM2	2.90871194576908	5890	9577
TOPBP1	RAD54L	2.90871194576908	11073	8438
TOPBP1	XRCC3	2.90871194576908	11073	7517
BARD1	RAD52	2.90871194576908	580	5893
TOPBP1	XRCC2	2.90871194576908	11073	7516
RAD54B	RAD51D	2.90871194576908	25788	5892
RAD54L	BABAM2	2.90871194576908	8438	9577
BABAM1	RAD51D	2.90871194576908	29086	5892
RAD51D	ABRAXAS1	2.90871194576908	5892	84142
RAD51B	RAD52	2.90871194576908	5890	5893
RAD54B	XRCC2	2.90871194576908	25788	7516
RAD54B	ABRAXAS1	2.90871194576908	25788	84142
TOPBP1	RAD54B	2.90871194576908	11073	25788
RAD52	XRCC2	2.90871194576908	5893	7516
BARD1	RAD54L	2.90871194576908	580	8438
UIMC1	XRCC3	2.90871194576908	51720	7517
RAD51B	ABRAXAS1	2.90871194576908	5890	84142
RAD52	RAD54L	2.90871194576908	5893	8438
BABAM1	XRCC2	2.90871194576908	29086	7516
RAD52	XRCC3	2.90871194576908	5893	7517
RAD51B	RAD54L	2.90871194576908	5890	8438
RAD51D	RAD54L	2.90871194576908	5892	8438
BABAM1	XRCC3	2.90871194576908	29086	7517
TOPBP1	BABAM1	2.90871194576908	11073	29086
RAD54B	BABAM2	2.90871194576908	25788	9577
UIMC1	RAD54L	2.90871194576908	51720	8438
RAD54B	RAD52	2.90871194576908	25788	5893
XRCC2	BABAM2	2.90871194576908	7516	9577
RAD52	ABRAXAS1	2.90871194576908	5893	84142
XRCC2	RAD54L	2.90871194576908	7516	8438
BARD1	XRCC2	2.90871194576908	580	7516
TOPBP1	RAD51D	2.90871194576908	11073	5892
XRCC3	BABAM2	2.90871194576908	7517	9577
TOPBP1	RAD51B	2.90871194576908	11073	5890
RAD54B	RBBP8	2.90871194576908	25788	5932
BABAM1	RAD54L	2.90871194576908	29086	8438
RBBP8	RAD54L	2.90871194576908	5932	8438
UIMC1	RAD52	2.90871194576908	51720	5893
RAD54B	BABAM1	2.90871194576908	25788	29086
UIMC1	RAD51B	2.90871194576908	51720	5890
RBBP8	BABAM2	2.90871194576908	5932	9577
RBBP8	XRCC2	2.90871194576908	5932	7516
TOPBP1	RAD52	2.90871194576908	11073	5893
UIMC1	RAD51D	2.90871194576908	51720	5892
RAD54B	BARD1	2.90871194576908	25788	580
RAD51D	BABAM2	2.90871194576908	5892	9577
ABRAXAS1	RAD54L	2.90871194576908	84142	8438
RAD54B	RAD51B	2.90871194576908	25788	5890
BARD1	RAD51D	2.90871194576908	580	5892
RAD51B	RBBP8	2.90871194576908	5890	5932
RAD51D	RAD52	2.90871194576908	5892	5893
BABAM1	BARD1	2.90871194576908	29086	580
UIMC1	XRCC2	2.90871194576908	51720	7516
RAD52	BABAM2	2.90871194576908	5893	9577
XRCC2	ABRAXAS1	2.90871194576908	7516	84142
RAD54B	XRCC3	2.90871194576908	25788	7517
PRMT1	H4C1	2.90866739080931	3276	8359
EP300	H2AC20	2.9077841487154	2033	8338
MSH3	SLX4	2.90705875824514	4437	84464
HELQ	POLN	2.90676715960451	113510	353497
CDKN2A	GADD45G	2.90644027405801	1029	10912
CDKN2A	GADD45A	2.90644027405801	1029	1647
APLF	TOP1	2.90627583969652	200558	7150
KMT2A	KMT2D	2.90552852777769	4297	8085
TAF10	SETD7	2.90418882673823	6881	80854
ERCC6	MTA2	2.90376942643892	2074	9219
YWHAQ	CDC25C	2.90186651950738	10971	995
POLM	PRKDC	2.90157704210047	27434	5591
MLH3	PMS2	2.90088443791496	27030	5395
MLH1	BRCA1	2.89964881866854	4292	672
PIAS3	PIAS2	2.89950094665948	10401	9063
XRCC5	TNKS	2.89911423531299	7520	8658
SAP18	SAP30	2.89911423531299	10284	8819
TEP1	TERF1	2.89911423531299	7011	7013
TEP1	TNKS	2.89911423531299	7011	8658
XRCC6	TEP1	2.89911423531299	2547	7011
TRIM25	CCNB2	2.89911423531299	7706	9133
SAP18	MTA2	2.89911423531299	10284	9219
CHD3	SAP30	2.89911423531299	1107	8819
XRCC6	TERF1	2.89911423531299	2547	7013
TEP1	XRCC5	2.89911423531299	7011	7520
ZSWIM7	SPIDR	2.8983401933185	125150	23514
RNF111	SUMO2	2.89807457915701	54778	6613
WEE1	YWHAB	2.89771674377115	7465	7529
EGFR	MET	2.89710516769664	1956	4233
PARP1	LIG3	2.89632501736451	142	3980
USP10	PPP6R2	2.89462015720521	9100	9701
HDAC8	H4C13	2.8945116372568	55869	8368
HDAC8	H4C2	2.8945116372568	55869	8366
HDAC8	H2BC11	2.8945116372568	55869	8970
HDAC8	H4C6	2.8945116372568	55869	8361
HDAC8	H4C11	2.8945116372568	55869	8363
HDAC8	H2BC6	2.8945116372568	55869	8344
HDAC8	H4C12	2.8945116372568	55869	8362
HDAC8	H2BC17	2.8945116372568	55869	8348
HDAC8	H2BC12	2.8945116372568	55869	85236
HDAC8	H2BC4	2.8945116372568	55869	8347
HDAC8	H2BC14	2.8945116372568	55869	8342
HDAC8	H4C5	2.8945116372568	55869	8367
HDAC8	H2BC9	2.8945116372568	55869	8345
HDAC8	H2BC7	2.8945116372568	55869	8343
HDAC8	H2BC10	2.8945116372568	55869	8346
HDAC8	H2BC21	2.8945116372568	55869	8349
HDAC8	H4C8	2.8945116372568	55869	8365
HDAC8	H4C3	2.8945116372568	55869	8364
HDAC8	H4C4	2.8945116372568	55869	8360
HDAC8	H4C14	2.8945116372568	55869	8370
HDAC10	H2BC12	2.8945116372568	83933	85236
HDAC8	H4C9	2.8945116372568	55869	8294
HDAC8	H2BC15	2.8945116372568	55869	8341
HDAC8	H2BC13	2.8945116372568	55869	8340
HDAC10	H2BC11	2.8945116372568	83933	8970
HDAC8	H2BC8	2.8945116372568	55869	8339
H2BC15	HDAC10	2.89451163645356	8341	83933
H4C15	HDAC8	2.89451163645356	554313	55869
H4C1	HDAC10	2.89451163645356	8359	83933
H2BU1	HDAC8	2.89451163645356	128312	55869
H4C15	HDAC10	2.89451163645356	554313	83933
H4C6	HDAC10	2.89451163645356	8361	83933
H2BC21	HDAC10	2.89451163645356	8349	83933
H2BC3	HDAC8	2.89451163645356	3018	55869
H4C13	HDAC10	2.89451163645356	8368	83933
H2BC14	HDAC10	2.89451163645356	8342	83933
H2BC13	HDAC10	2.89451163645356	8340	83933
H4C3	HDAC10	2.89451163645356	8364	83933
H4C11	HDAC10	2.89451163645356	8363	83933
H2BC7	HDAC10	2.89451163645356	8343	83933
H2BC9	HDAC10	2.89451163645356	8345	83933
H2BC8	HDAC10	2.89451163645356	8339	83933
H2BC5	HDAC10	2.89451163645356	3017	83933
H2BC18	HDAC8	2.89451163645356	440689	55869
H4C5	HDAC10	2.89451163645356	8367	83933
H2BC1	HDAC8	2.89451163645356	255626	55869
H4C4	HDAC10	2.89451163645356	8360	83933
H4C8	HDAC10	2.89451163645356	8365	83933
H4C12	HDAC10	2.89451163645356	8362	83933
H2BC4	HDAC10	2.89451163645356	8347	83933
H2BU1	HDAC10	2.89451163645356	128312	83933
H4C2	HDAC10	2.89451163645356	8366	83933
H2BC1	HDAC10	2.89451163645356	255626	83933
H2BC3	HDAC10	2.89451163645356	3018	83933
H2BC17	HDAC10	2.89451163645356	8348	83933
H4-16	HDAC10	2.89451163645356	121504	83933
H2BC18	HDAC10	2.89451163645356	440689	83933
H4C9	HDAC10	2.89451163645356	8294	83933
H4C14	HDAC10	2.89451163645356	8370	83933
H2BC6	HDAC10	2.89451163645356	8344	83933
H2BC5	HDAC8	2.89451163645356	3017	55869
H2BC10	HDAC10	2.89451163645356	8346	83933
FANCA	BARD1	2.89197173666974	2175	580
FANCC	BARD1	2.89197173666974	2176	580
FANCE	BARD1	2.89197173666974	2178	580
FANCG	BARD1	2.89197173666974	2189	580
FANCD2	BARD1	2.89197173666974	2177	580
FANCF	BARD1	2.89197173666974	2188	580
BRCA1	TOP3B	2.89158970412726	672	8940
COPS6	CUL4B	2.89119573206404	10980	8450
YWHAG	CDC25B	2.88988490819858	7532	994
MCRS1	ACTR8	2.88983018527385	10445	93973
TDG	TP73	2.88867229196281	6996	7161
TP53	CDK1	2.8882857112186	7157	983
TONSL	H3C1	2.88825135120062	4796	8350
ATR	CCNE1	2.88605324486649	545	898
H2BC10	H3C11	2.88596208375711	8346	8354
SPO11	PRDM9	2.88379144883985	23626	56979
H4C1	HAT1	2.88305215660993	8359	8520
CHD4	SMARCA4	2.88196945603389	1108	6597
TOPBP1	BRCA2	2.88158732960287	11073	675
APLF	H2AC20	2.88109987455823	200558	8338
RAD50	XRCC2	2.88100758011581	10111	7516
RNF111	USP45	2.88058357014918	54778	85015
PCID2	COPS3	2.87986779790251	55795	8533
KDM1A	MTA3	2.87903716330789	23028	57504
CCND1	TP53	2.87689993460063	595	7157
H2BC15	H3C11	2.87477327564314	8341	8354
CHD4	SMARCAD1	2.87374568754177	1108	56916
UVRAG	BRCC3	2.87330695615563	7405	79184
RAD1	RFC4	2.87293131901898	5810	5984
PRPF19	AQR	2.87174498395625	27339	9716
CETN2	ERCC6	2.87104565001409	1069	2074
CETN2	ERCC5	2.87104565001409	1069	2073
ERCC6	XPC	2.87104565001409	2074	7508
ITK	WAS	2.87058421219857	3702	7454
UBE2L6	ISG15	2.87041664497194	9246	9636
SMC1B	RAD21	2.87024718900726	27127	5885
CHD4	ERCC6	2.8699338599896	1108	2074
BRPF3	MEAF6	2.86985266498713	27154	64769
RPA1	RPAIN	2.86954902451365	6117	84268
RAD23A	USP45	2.86895859005431	5886	85015
BRD8	RUVBL1	2.8684284939672	10902	8607
GAR1	TERT	2.86802899299681	54433	7015
NOP10	TERT	2.86802899299681	55505	7015
TERF2IP	CTC1	2.86509681154253	54386	80169
TERF1	CTC1	2.86509681154253	7013	80169
TINF2	CTC1	2.86509681154253	26277	80169
TERF2	CTC1	2.86509681154253	7014	80169
TEN1	TINF2	2.86509681142226	100134934	26277
TEN1	TERF2IP	2.86509681142226	100134934	54386
TEN1	TERF1	2.86509681142226	100134934	7013
TEN1	TERF2	2.86509681142226	100134934	7014
CREBBP	KMT2A	2.86271129984844	1387	4297
UBE2A	VHL	2.86266209203958	7319	7428
UNG	XRCC1	2.86240409529597	7374	7515
NEIL3	UNG	2.86240409486506	55247	7374
APEX2	UNG	2.86240409486506	27301	7374
LIG3	UNG	2.86240409486506	3980	7374
PHF21A	PHF2	2.86190104724543	51317	5253
PHF21A	KDM7A	2.86190104724543	51317	80853
RTEL1	XRCC2	2.86189378335427	51750	7516
RTEL1	BRCA2	2.86189378335427	51750	675
ATM	CCNB2	2.861643064494	472	9133
TOPBP1	ATR	2.86066650074791	11073	545
YWHAG	RASAL2	2.86031163530833	7532	9462
RAD1	RFC5	2.85911121482001	5810	5985
PPME1	CDC25C	2.85846958906646	51400	995
GADD45G	CCND1	2.85797418806314	10912	595
KDM6B	KDM3A	2.85744817929705	23135	55818
CDK4	CDC25A	2.85567971828961	1019	993
TRRAP	SUPT7L	2.85529784422903	8295	9913
DNMT1	SETD7	2.85483150789626	1786	80854
ATR	CCNA1	2.85308226829325	545	8900
GTF2H1	TP53	2.85296354101194	2965	7157
CHEK2	GADD45A	2.85249008341835	11200	1647
RAD23A	UBA52	2.852377098211	5886	7311
SUPT20H	TAF9	2.8521902193152	55578	6880
YWHAQ	CBL	2.85196914391808	10971	867
COPS7B	CUL5	2.8517385306854	64708	8065
GPS2	CCNA1	2.85026247171197	2874	8900
USP43	CYLD	2.84978800320315	124739	1540
YEATS2	TADA2A	2.84926853334895	55689	6871
RAD51AP1	XRCC3	2.84876508902647	10635	7517
SDHB	UROD	2.84869410245988	6390	7389
CCNO	RPA2	2.847895835191	10309	6118
NBN	TERF2	2.84751626128192	4683	7014
MAD2L2	SMC1B	2.84681923151568	10459	27127
MSH2	PCNA	2.84670477305952	4436	5111
ACTL6A	ACTR8	2.84667754778984	86	93973
ERCC6	SMARCA5	2.84609287998413	2074	8467
PARP1	PARP4	2.84564357498285	142	143
DNMT3A	PIAS1	2.84397523567077	1788	8554
EHMT1	H3C1	2.84338202790878	79813	8350
MLH3	RFC2	2.84266362303514	27030	5982
MLH3	RFC4	2.84266362303514	27030	5984
MLH3	RFC1	2.84266362303514	27030	5981
MLH3	RFC3	2.84266362303514	27030	5983
MLH3	RFC5	2.84266362303514	27030	5985
RFC3	EXO1	2.84266362183414	5983	9156
RFC5	EXO1	2.84266362183414	5985	9156
RFC1	EXO1	2.84266362183414	5981	9156
RFC2	EXO1	2.84266362183414	5982	9156
RFC4	EXO1	2.84266362183414	5984	9156
RAD51	EPC1	2.84217437143339	5888	80314
GEN1	RAD51	2.84217437129327	348654	5888
KMT2A	NSD2	2.8416413628024	4297	7468
TYMS	PCLAF	2.84056813407437	7298	9768
CCND3	CCNH	2.84037865566482	896	902
UBE2T	UBC	2.8390740873299	29089	7316
FANCC	NPM1	2.83843785536618	2176	4869
CHD3	SMARCA5	2.83771483555766	1107	8467
KAT7	BRPF3	2.83705829521675	11143	27154
CDK2	YWHAH	2.83686907383515	1017	7533
MCRS1	KANSL1	2.83566152672257	10445	284058
EHMT2	MTA2	2.83550141720761	10919	9219
EHMT2	LIG1	2.83376644439199	10919	3978
TAF10	SAP130	2.8337050730322	6881	79595
BAP1	HAT1	2.83348651216243	8314	8520
TEN1	POLD3	2.83259780501199	100134934	10714
TEN1	POLD1	2.83259780501199	100134934	5424
TEN1	POLD2	2.83259780501199	100134934	5425
TEN1	POLD4	2.83259780501199	100134934	57804
POLD4	CTC1	2.83259780484197	57804	80169
POLD3	CTC1	2.83259780484197	10714	80169
POLD2	CTC1	2.83259780484197	5425	80169
POLD1	CTC1	2.83259780484197	5424	80169
DAXX	DMAP1	2.8324588172991	1616	55929
YWHAQ	MDM4	2.83190994083337	10971	4194
TP53	KAT8	2.83130931638138	7157	84148
DTL	COPS3	2.82775380147955	51514	8533
FEN1	NEIL2	2.82760717441474	2237	252969
FEN1	NEIL3	2.82760717441474	2237	55247
FEN1	MUTYH	2.82760717441474	2237	4595
FEN1	TDG	2.82760717441474	2237	6996
FEN1	MBD4	2.82760717441474	2237	8930
FEN1	APEX2	2.82760717441474	2237	27301
FEN1	SMUG1	2.82760717441474	2237	23583
FEN1	MPG	2.82760717441474	2237	4350
FEN1	OGG1	2.82760717441474	2237	4968
PPP6R3	USP10	2.82681270016151	55291	9100
TEN1	RFC1	2.82628204654277	100134934	5981
RFC1	CTC1	2.82628204618287	5981	80169
MAD2L2	CDK1	2.82604062353276	10459	983
HDAC1	KDM5A	2.82533952461848	3065	5927
SMAD4	CCND1	2.82445361697265	4089	595
SUMO3	PIAS2	2.82364766018169	6612	9063
CDKN1B	YWHAQ	2.8233719731168	1027	10971
H4-16	ASF1A	2.82133692487201	121504	25842
CDKN2A	TOP1	2.82084168426026	1029	7150
TSC2	YWHAG	2.81935587558723	7249	7532
CHD3	ERCC6	2.81916826212123	1107	2074
ERCC1	FANCC	2.81877239824084	2067	2176
USP43	POLK	2.8183978596472	124739	51426
POLK	PCLAF	2.81839785951731	51426	9768
PPME1	PPP4C	2.81785142546446	51400	5531
CHAF1A	BTG2	2.81745989871701	10036	7832
RPS2	UBC	2.81678414597878	6187	7316
RAD23B	USP45	2.81368461974945	5887	85015
PNKP	LIG4	2.81346108261097	11284	3981
LIG4	MRE11	2.81272388689075	3981	4361
POLM	MRE11	2.81272388689075	27434	4361
MRE11	XRCC4	2.81272388612173	4361	7518
RAD50	XRCC5	2.81272388612173	10111	7520
RAD50	XRCC4	2.81272388612173	10111	7518
MRE11	XRCC5	2.81272388612173	4361	7520
RAD50	XRCC6	2.81272388612173	10111	2547
RAD50	POLM	2.81272388612173	10111	27434
RAD51AP1	POLH	2.81269545421721	10635	5429
POLH	XRCC3	2.81269545394755	5429	7517
EP300	NCOA1	2.81246901472769	2033	8648
ARID2	SMARCC1	2.81053220850858	196528	6599
RBBP8	TP73	2.81031388299366	5932	7161
H2AC16	H4C11	2.81015027076624	8332	8363
H2AC20	H2BC12	2.81015027076624	8338	85236
H2AC14	H2BC8	2.81015027076624	8331	8339
H2AC20	H2BC6	2.81015027076624	8338	8344
H2AC14	H2BC4	2.81015027076624	8331	8347
H2AJ	H4C8	2.81015027076624	55766	8365
H2AC16	H4C2	2.81015027076624	8332	8366
H2AC20	H2BC7	2.81015027076624	8338	8343
H2AC1	H2BC12	2.81015027076624	221613	85236
H2AC19	H4C13	2.81015027076624	723790	8368
H2AC16	H4C8	2.81015027076624	8332	8365
H2AC18	H2BC17	2.81015027076624	8337	8348
H2AB1	H2BC7	2.81015027076624	474382	8343
H2AX	H4C11	2.81015027076624	3014	8363
H2AC14	H2BC11	2.81015027076624	8331	8970
H2AC8	H4C4	2.81015027076624	3012	8360
H2AC15	H2BC4	2.81015027076624	8330	8347
H2AC16	H4C12	2.81015027076624	8332	8362
H2AC6	H2BC8	2.81015027076624	8334	8339
H2AC1	H2BC15	2.81015027076624	221613	8341
H2AC8	H4C12	2.81015027076624	3012	8362
H2AC17	H2BC4	2.81015027076624	8336	8347
H2AC14	H4C4	2.81015027076624	8331	8360
H2AC18	H4C5	2.81015027076624	8337	8367
H2AC13	H4C3	2.81015027076624	8329	8364
H2AC4	H4C6	2.81015027076624	8335	8361
H2AC19	H2BC14	2.81015027076624	723790	8342
H2AC17	H4C5	2.81015027076624	8336	8367
H2AC7	H2BC14	2.81015027076624	3013	8342
H2AC14	H4C11	2.81015027076624	8331	8363
H2AC21	H4C2	2.81015027076624	317772	8366
H2AC21	H4C14	2.81015027076624	317772	8370
H2AC1	H4C14	2.81015027076624	221613	8370
H2AC21	H2BC18	2.81015027076624	317772	440689
H2AX	H2BC6	2.81015027076624	3014	8344
H2AC4	H4C11	2.81015027076624	8335	8363
H2AC6	H4C12	2.81015027076624	8334	8362
H2AC15	H4C12	2.81015027076624	8330	8362
H2AC19	H4C2	2.81015027076624	723790	8366
H2AJ	H4C2	2.81015027076624	55766	8366
H2AC1	H2BC17	2.81015027076624	221613	8348
H2AC7	H4C3	2.81015027076624	3013	8364
H2AC6	H4C6	2.81015027076624	8334	8361
H2AC1	H4C9	2.81015027076624	221613	8294
H2AC19	H2BC12	2.81015027076624	723790	85236
H2AC13	H4C2	2.81015027076624	8329	8366
H2AB1	H4C6	2.81015027076624	474382	8361
H2AC20	H2BC11	2.81015027076624	8338	8970
H2AC8	H4C15	2.81015027076624	3012	554313
H2AC15	H2BC11	2.81015027076624	8330	8970
H2AC8	H2BC14	2.81015027076624	3012	8342
H2AC13	H4C1	2.81015027076624	8329	8359
H2AC11	H2BC11	2.81015027076624	8969	8970
H2AC18	H2BC7	2.81015027076624	8337	8343
H2AC16	H2BC8	2.81015027076624	8332	8339
H2AB1	H2BC13	2.81015027076624	474382	8340
H2AC17	H4C3	2.81015027076624	8336	8364
H2AC6	H4C3	2.81015027076624	8334	8364
H2AC20	H4C4	2.81015027076624	8338	8360
H2AC18	H2BC14	2.81015027076624	8337	8342
H2AC1	H2BC14	2.81015027076624	221613	8342
H2AC20	H2BC8	2.81015027076624	8338	8339
H2AC21	H2BC8	2.81015027076624	317772	8339
H2AB1	H4C11	2.81015027076624	474382	8363
H2AC21	H2BC11	2.81015027076624	317772	8970
H2AJ	H4C13	2.81015027076624	55766	8368
H2AC8	H2BC4	2.81015027076624	3012	8347
H2AC17	H2BC14	2.81015027076624	8336	8342
H2AC16	H4C6	2.81015027076624	8332	8361
H2AB1	H4C12	2.81015027076624	474382	8362
H2AC13	H2BC11	2.81015027076624	8329	8970
H2AC1	H2BC6	2.81015027076624	221613	8344
H2AC8	H4C11	2.81015027076624	3012	8363
H2AC6	H2BC17	2.81015027076624	8334	8348
H2AB1	H2BC9	2.81015027076624	474382	8345
H2AC8	H4C13	2.81015027076624	3012	8368
H2AZ1	H4C14	2.81015027076624	3015	8370
H2AC14	H4C6	2.81015027076624	8331	8361
H2AC21	H2BC17	2.81015027076624	317772	8348
H2AC18	H2BC9	2.81015027076624	8337	8345
H2AB1	H4C2	2.81015027076624	474382	8366
H2AC15	H2BC15	2.81015027076624	8330	8341
H2AC13	H4C4	2.81015027076624	8329	8360
H2AC21	H4C5	2.81015027076624	317772	8367
H2AC1	H2BC10	2.81015027076624	221613	8346
H2AX	H4C5	2.81015027076624	3014	8367
H2AJ	H4C14	2.81015027076624	55766	8370
H2AJ	H2BC4	2.81015027076624	55766	8347
H2AJ	H2BC13	2.81015027076624	55766	8340
H2AC17	H4C2	2.81015027076624	8336	8366
H2AC21	H4C6	2.81015027076624	317772	8361
H2AC21	H4C4	2.81015027076624	317772	8360
H2AC18	H2BC4	2.81015027076624	8337	8347
H2AC17	H4C11	2.81015027076624	8336	8363
H2AC15	H4C13	2.81015027076624	8330	8368
H2AC17	H2BC8	2.81015027076624	8336	8339
H2AC18	H4C14	2.81015027076624	8337	8370
H2AC16	H2BC12	2.81015027076624	8332	85236
H2AC15	H2BC14	2.81015027076624	8330	8342
H2AC1	H2BC5	2.81015027076624	221613	3017
H2AC1	H4C1	2.81015027076624	221613	8359
H2AX	H2BC12	2.81015027076624	3014	85236
H2AC14	H2BC15	2.81015027076624	8331	8341
H2AC7	H4C15	2.81015027076624	3013	554313
H2AC1	H2BC7	2.81015027076624	221613	8343
H2AJ	H4C11	2.81015027076624	55766	8363
H2AJ	H2BC9	2.81015027076624	55766	8345
H2AC7	H2BC7	2.81015027076624	3013	8343
H2AC4	H4C8	2.81015027076624	8335	8365
H2AZ1	H2BC4	2.81015027076624	3015	8347
H2AC14	H4C14	2.81015027076624	8331	8370
H2AC16	H2BC14	2.81015027076624	8332	8342
H2AC7	H4C11	2.81015027076624	3013	8363
H2AX	H4C8	2.81015027076624	3014	8365
H2AC4	H4C4	2.81015027076624	8335	8360
H2AC7	H2BC12	2.81015027076624	3013	85236
H2AC13	H2BC21	2.81015027076624	8329	8349
H2AC15	H4C2	2.81015027076624	8330	8366
H2AB1	H2BC4	2.81015027076624	474382	8347
H2AC21	H4C15	2.81015027076624	317772	554313
H2AC19	H2BC6	2.81015027076624	723790	8344
H2AB1	H4C3	2.81015027076624	474382	8364
H2AJ	H2BC14	2.81015027076624	55766	8342
H2AC6	H4C2	2.81015027076624	8334	8366
H2AC20	H2BC13	2.81015027076624	8338	8340
H2AC16	H2BC4	2.81015027076624	8332	8347
H2AC16	H4C1	2.81015027076624	8332	8359
H2AC6	H2BC6	2.81015027076624	8334	8344
H2AC7	H2BC6	2.81015027076624	3013	8344
H2AC18	H4C2	2.81015027076624	8337	8366
H2AC1	H4C4	2.81015027076624	221613	8360
H2AC19	H4C8	2.81015027076624	723790	8365
H2AC1	H4C12	2.81015027076624	221613	8362
H2AC4	H4C13	2.81015027076624	8335	8368
H2AC20	H4C13	2.81015027076624	8338	8368
H2AC4	H4C2	2.81015027076624	8335	8366
H2AC20	H2BC4	2.81015027076624	8338	8347
H2AC21	H2BC13	2.81015027076624	317772	8340
H2AC6	H2BC7	2.81015027076624	8334	8343
H2AX	H4C6	2.81015027076624	3014	8361
H2AC15	H4C4	2.81015027076624	8330	8360
H2AC18	H2BC8	2.81015027076624	8337	8339
H2AC8	H2BC18	2.81015027076624	3012	440689
H2AC4	H2BC4	2.81015027076624	8335	8347
H2AC1	H4C3	2.81015027076624	221613	8364
H2AJ	H2BC12	2.81015027076624	55766	85236
H2AC6	H4C1	2.81015027076624	8334	8359
H2AC19	H4C6	2.81015027076624	723790	8361
H2AC15	H4C3	2.81015027076624	8330	8364
H2AC1	H2BC18	2.81015027076624	221613	440689
H2AC13	H4C6	2.81015027076624	8329	8361
H2AC17	H2BC21	2.81015027076624	8336	8349
H2AC15	H4C11	2.81015027076624	8330	8363
H2AC8	H2BC21	2.81015027076624	3012	8349
H2AJ	H4C6	2.81015027076624	55766	8361
H2AC19	H2BC13	2.81015027076624	723790	8340
H2AC19	H2BC7	2.81015027076624	723790	8343
H2AZ1	H2BC13	2.81015027076624	3015	8340
H2AC13	H4C11	2.81015027076624	8329	8363
H2AC16	H2BC15	2.81015027076624	8332	8341
H2AC17	H2BC15	2.81015027076624	8336	8341
H2AC4	H4C14	2.81015027076624	8335	8370
H2AC6	H2BC10	2.81015027076624	8334	8346
H2AC1	H4C11	2.81015027076624	221613	8363
H2AC13	H4C5	2.81015027076624	8329	8367
H2AC19	H2BC9	2.81015027076624	723790	8345
H2AC19	H2BC10	2.81015027076624	723790	8346
H2AC7	H2BC21	2.81015027076624	3013	8349
H2AC7	H4C14	2.81015027076624	3013	8370
H2AC20	H4C12	2.81015027076624	8338	8362
H2AJ	H2BC6	2.81015027076624	55766	8344
H2AB1	H4C1	2.81015027076624	474382	8359
H2AC1	H2BC11	2.81015027076624	221613	8970
H2AC18	H2BC10	2.81015027076624	8337	8346
H2AC1	H4C13	2.81015027076624	221613	8368
H2AC7	H4C9	2.81015027076624	3013	8294
H2AJ	H2BC11	2.81015027076624	55766	8970
H2AC6	H4C4	2.81015027076624	8334	8360
H2AC21	H4C11	2.81015027076624	317772	8363
H2AJ	H4C12	2.81015027076624	55766	8362
H2AC19	H2BC21	2.81015027076624	723790	8349
H2AB1	H2BC12	2.81015027076624	474382	85236
H2AB1	H4C5	2.81015027076624	474382	8367
H2AC14	H2BC12	2.81015027076624	8331	85236
H2AB1	H4C13	2.81015027076624	474382	8368
H2AB1	H4C8	2.81015027076624	474382	8365
H2AC6	H2BC13	2.81015027076624	8334	8340
